id_game,pemenang,strategi_pembuka
mhotGeDj,black,French Defense
XImsABAq,white,French Defense
8OOwyEfX,white,Sicilian Defense
PMMNsHXc,white,Sicilian Defense
FFjiLA39,black,Sicilian Defense
BQ02q3rV,black,Sicilian Defense
Z29OtQb3,white,Italian Game
pdW2FSAS,white,Sicilian Defense
J7xqv8YP,white,Sicilian Defense
ZIUvHTTt,black,Sicilian Defense
H8iHvrXN,black,Sicilian Defense
VEQeUsXC,white,Sicilian Defense
6tbKntr1,black,French Defense
47H0PmKz,black,French Defense
YrCCMUaT,black,French Defense
yeTsdSvg,black,Sicilian Defense
57X9p3lg,white,Italian Game
qwDd53VF,black,Sicilian Defense
HyJCuYcK,white,Italian Game
2qexHEvn,black,French Defense
1hhxPD9u,black,Italian Game
hkYyvrqx,black,French Defense
sNCMlMle,black,Sicilian Defense
sEHWoEPc,black,French Defense
ejfNZ5tO,white,French Defense
QmXrNGb6,black,Sicilian Defense
jHD0fHtB,white,Sicilian Defense
oEUtk3uK,white,Italian Game
fB83sxEY,white,French Defense
pHNlEJDd,white,Sicilian Defense
ZjrHuYNI,black,Sicilian Defense
748YuMa6,white,Italian Game
rOpZOoHr,black,French Defense
xi9z92Ck,white,French Defense
XbbOULba,black,Sicilian Defense
Y7UKFcnm,black,Sicilian Defense
Iuo32IUI,white,Sicilian Defense
HEsbJN3C,white,French Defense
Mec8sfEJ,black,French Defense
FBqIwtCI,white,French Defense
XFiAM5UV,black,Sicilian Defense
UXUkBXj1,black,Sicilian Defense
AGcDiWLV,black,Italian Game
yUo3L1dS,white,Sicilian Defense
cWsEywJQ,black,Sicilian Defense
QdFFLwBS,black,Italian Game
TLmIcojV,white,French Defense
Y4smagKm,white,Sicilian Defense
CD7r0fsT,white,French Defense
cXPlDJbB,black,French Defense
Lhso0TKA,white,Sicilian Defense
YHdbw2oT,white,Sicilian Defense
NmJ79CvK,black,Sicilian Defense
orKxScLk,black,Sicilian Defense
mFGYvAie,black,French Defense
oqzwups7,black,French Defense
ZUB9i9KD,white,French Defense
Cevosy96,white,French Defense
SaPZBsIz,white,French Defense
54T3X2uj,white,Sicilian Defense
9SDTUNGB,black,French Defense
TMhkCy7Z,black,Sicilian Defense
IeAl48MW,white,Sicilian Defense
XAPGM2sc,white,Sicilian Defense
3CB6Onyb,white,Sicilian Defense
MBiEb6b1,black,Sicilian Defense
KEywC6kR,black,Italian Game
pzqKLpeT,black,Italian Game
3tX9qTuT,white,French Defense
SitO3W0e,white,French Defense
BceRT6ia,black,French Defense
QzdedoG5,white,French Defense
Zj6afVMU,black,French Defense
vU2xAawx,white,Italian Game
K1R0h6S7,white,Sicilian Defense
p1VK0VtA,black,French Defense
4ogE3IlW,black,French Defense
iOFAKFSf,white,French Defense
vwXtmN4q,white,French Defense
CyfHdIci,black,French Defense
tYvi7FNG,black,French Defense
Kclpqrwl,black,French Defense
bQ9duviD,black,Italian Game
zQKoX8kb,white,French Defense
eFNI4mt5,white,French Defense
arV5860k,black,French Defense
QAlTkfST,white,French Defense
YfM71i8S,black,French Defense
6t02ANX0,black,French Defense
9YwhzbXx,black,Sicilian Defense
AcdNj67e,black,French Defense
p0OlEIGo,black,Sicilian Defense
6IrjVPc0,white,Sicilian Defense
SFdjqzyr,black,Sicilian Defense
quFoCNcW,black,Sicilian Defense
DVaFUcT5,white,Italian Game
WCNAaQop,white,French Defense
dfzScT9T,white,French Defense
mFTRqHb6,black,French Defense
6dAMKt6H,black,French Defense
16mFMgmE,white,French Defense
uvfn971W,white,French Defense
4Su68tU5,white,French Defense
CCWo4ltH,white,French Defense
6Fiv50Oy,white,Italian Game
outicuh8,black,French Defense
c43FHhtK,white,Italian Game
TF5yiHLD,white,Italian Game
IWkvJkvw,black,Italian Game
J1FFHAQR,black,French Defense
Hg6iPQHm,white,Sicilian Defense
8VGAjUmT,black,Italian Game
UupAuuQh,black,Sicilian Defense
kY6dD7nJ,white,Italian Game
pKiTHKLH,black,Italian Game
VsDAlswb,black,Italian Game
VcXAw54x,black,French Defense
Ail0wnhS,black,Sicilian Defense
Z3ulTFOH,white,French Defense
mlLRPSlF,black,Sicilian Defense
OGXa3jj7,black,French Defense
xYaUGN7T,black,Sicilian Defense
m8JMlUgN,black,Sicilian Defense
OXbH8Hev,white,French Defense
3TkzBRdR,white,Italian Game
fo3rx839,white,Italian Game
ZGsHiCy6,black,French Defense
hpvop2xm,white,French Defense
WRiJm4Mp,black,French Defense
o66za6e9,black,French Defense
malwH97c,black,Sicilian Defense
LdvDHXUU,black,Italian Game
RBszfxvB,black,French Defense
8nmDlxg3,black,Sicilian Defense
gM9yjnPp,black,Sicilian Defense
QhetAAxd,white,Sicilian Defense
yn9SHLYR,black,Sicilian Defense
ox1fyx2B,black,Sicilian Defense
g2Vmodta,black,Sicilian Defense
mlSeqeQh,black,Sicilian Defense
qzOiByYq,white,Sicilian Defense
CkFBw3cK,white,Sicilian Defense
2IJLT29A,white,Sicilian Defense
ZU3NnTox,white,Sicilian Defense
FeYXf3IO,white,Sicilian Defense
oLUVoIDT,black,Sicilian Defense
i12wLsl3,white,Sicilian Defense
IuMuM6Gx,white,Sicilian Defense
HqngX6cr,black,Sicilian Defense
KHfpoEVJ,black,Sicilian Defense
NHzjjTxn,black,Sicilian Defense
ZWCFfUT1,black,Sicilian Defense
FKu8AKwW,white,Sicilian Defense
cuKM6fjv,black,Sicilian Defense
hxobm1EQ,white,Sicilian Defense
FWzOfC7F,black,Sicilian Defense
q3tH2RBo,white,Sicilian Defense
WZY4Rgqy,black,Italian Game
P45BOMHM,black,French Defense
jTT90wZV,black,Sicilian Defense
N0RoY5NF,black,Sicilian Defense
DxuuNEWs,white,French Defense
WjOqp3o7,black,French Defense
ANpyacAO,black,Sicilian Defense
wqYzASv5,black,Sicilian Defense
0ujeu0vy,white,French Defense
x0ajg2cb,black,Italian Game
2ydc4zpy,black,Sicilian Defense
se2axl9m,black,Italian Game
ej9csmlt,black,Sicilian Defense
yr4juevv,black,Sicilian Defense
rosgn2cd,black,Italian Game
8rnrs8om,white,Sicilian Defense
r1hhvoxa,white,Italian Game
auiif4hv,white,French Defense
eer8gigu,white,French Defense
em0qej9n,white,French Defense
jj537ypz,white,French Defense
ex2qp159,black,French Defense
ge7okdud,white,French Defense
0jdy8geu,white,French Defense
63k3idsm,black,French Defense
k6z1633k,black,French Defense
mrtel5f3,white,French Defense
flfpw5py,white,French Defense
tfoqvqxm,black,French Defense
kkdrqmsp,white,French Defense
fdjnkn6q,white,French Defense
3a431g2o,white,French Defense
ctowgs7k,white,French Defense
bKk8ZUUs,white,French Defense
ggb2V0o4,white,French Defense
B6hZBPh6,white,Sicilian Defense
kl9mhJMd,white,French Defense
HAphXmXl,black,French Defense
zzcDhaYF,black,French Defense
9hqW6wtl,black,French Defense
19o8liTP,black,Sicilian Defense
2mCo1EnA,white,French Defense
oYG0Q9HC,white,French Defense
WIwHx39n,white,French Defense
q7f56zpy,white,French Defense
pUNe0vXT,white,French Defense
yLxiW13Y,white,French Defense
3CB6Onyb,white,Sicilian Defense
MBiEb6b1,black,Sicilian Defense
KEywC6kR,black,Italian Game
pzqKLpeT,black,Italian Game
3tX9qTuT,white,French Defense
SitO3W0e,white,French Defense
BceRT6ia,black,French Defense
QzdedoG5,white,French Defense
Zj6afVMU,black,French Defense
vU2xAawx,white,Italian Game
K1R0h6S7,white,Sicilian Defense
p1VK0VtA,black,French Defense
4ogE3IlW,black,French Defense
iOFAKFSf,white,French Defense
vwXtmN4q,white,French Defense
CyfHdIci,black,French Defense
tYvi7FNG,black,French Defense
Kclpqrwl,black,French Defense
bQ9duviD,black,Italian Game
zQKoX8kb,white,French Defense
eFNI4mt5,white,French Defense
arV5860k,black,French Defense
QAlTkfST,white,French Defense
YfM71i8S,black,French Defense
6t02ANX0,black,French Defense
9YwhzbXx,black,Sicilian Defense
AcdNj67e,black,French Defense
p0OlEIGo,black,Sicilian Defense
6IrjVPc0,white,Sicilian Defense
SFdjqzyr,black,Sicilian Defense
quFoCNcW,black,Sicilian Defense
DVaFUcT5,white,Italian Game
WCNAaQop,white,French Defense
2hAfHcWW,white,Italian Game
fUzznpbV,white,Italian Game
ox5WPHB1,white,Sicilian Defense
J5qDbdI2,white,French Defense
qIStgGJx,white,Italian Game
z6gg3YYt,black,Sicilian Defense
un86XZiS,white,French Defense
RS68WCJP,white,French Defense
3RyTRCMI,white,French Defense
VhJ7cV1L,black,Sicilian Defense
6qe4OBBp,black,Sicilian Defense
cmfM3vr9,white,Sicilian Defense
FoGBNiqO,black,Sicilian Defense
bbgVRZrl,white,Sicilian Defense
kzxfItmB,white,Sicilian Defense
vtCUw4Z9,black,Sicilian Defense
dOQaxzEn,white,Sicilian Defense
AKuWPODR,black,Sicilian Defense
fsVliFww,white,French Defense
DmFupUp9,white,Sicilian Defense
4bhYjzWn,black,Sicilian Defense
peDF4tDs,white,Sicilian Defense
NwBz5JK1,black,Italian Game
1GJI8zgp,white,Italian Game
0gTDO6Av,black,Sicilian Defense
j5KY62yS,black,French Defense
h0YsGMhj,black,Italian Game
O037dETy,black,Sicilian Defense
mJ9VpdxV,white,Italian Game
y35YmEeP,white,Sicilian Defense
4MfEuCFa,black,Sicilian Defense
tPXYcrnA,black,Sicilian Defense
3raB01db,white,Sicilian Defense
82SyDDyE,white,French Defense
HOgDIQun,black,Sicilian Defense
aB0B2wMt,white,Sicilian Defense
oHLajnHe,white,Sicilian Defense
bJqVSiNZ,white,Sicilian Defense
HlwkqfH2,white,Sicilian Defense
itLTZ0AT,white,French Defense
Prg9C0BE,black,Sicilian Defense
516BT5yk,black,Sicilian Defense
ejCf0dbV,black,Sicilian Defense
kgOcPDZ0,white,Sicilian Defense
EgSuznE2,white,Sicilian Defense
jfklAxK6,white,French Defense
GSeyt4C8,black,Sicilian Defense
HGoNE8AY,black,Italian Game
z8xxIZkQ,white,Italian Game
ily9u1Zz,black,Italian Game
Kz3eFBjy,white,French Defense
FUStUTQW,white,Italian Game
RS0ZfKLO,black,Sicilian Defense
EsGO2GeZ,black,Italian Game
VZnOnoUz,white,Italian Game
JdzySEO4,black,Sicilian Defense
MgmLb2jQ,white,Sicilian Defense
0KNM12o8,white,Italian Game
z2iZysDy,black,Sicilian Defense
kC0IaHV0,black,Sicilian Defense
u90L3FmV,black,French Defense
cbr6bP6k,black,Sicilian Defense
RMmpKY7K,black,Italian Game
1FrVcx8m,black,Sicilian Defense
l7kgBPnD,black,Italian Game
2Hs0j8CD,black,Sicilian Defense
O2vhsJ0k,black,Italian Game
HWw4eAWR,white,Italian Game
NzOPqk1Z,white,Italian Game
ZR1nY5zq,white,Italian Game
SNmsypqd,white,Sicilian Defense
A3Ti7K3E,white,Sicilian Defense
pnXKmrid,white,Sicilian Defense
iuUzWX3D,black,Sicilian Defense
hNS2HA6T,black,Sicilian Defense
bRDUOVuL,white,Italian Game
cB0V6cOk,white,Sicilian Defense
CAGGV4eP,white,Sicilian Defense
tpMi3gNL,white,Sicilian Defense
8S2Yw4eB,white,Sicilian Defense
3LoIMj0T,white,Italian Game
VQLj7TuO,black,Sicilian Defense
nA1HiO32,white,Italian Game
BWD95zsx,black,Sicilian Defense
E7mvUTYK,white,Sicilian Defense
lV8uT17x,black,French Defense
n0LTpSyf,white,Italian Game
RpIQHfzm,black,Sicilian Defense
SAExHA9F,white,French Defense
g1lE2ipE,white,French Defense
1Gn48v7K,white,Sicilian Defense
TmYoZ2Mr,black,French Defense
pCRElg8p,black,Sicilian Defense
3Do0Ahzx,white,Sicilian Defense
hBbAzD6q,white,Sicilian Defense
Klh8cucn,white,Sicilian Defense
EJVfDBjS,black,Sicilian Defense
q6qA4Rcr,black,French Defense
CpAwuBNg,white,Sicilian Defense
YI6JiLsE,white,Sicilian Defense
oT8LcaXC,white,French Defense
VLNX3HxT,white,Sicilian Defense
o1hzMrZa,black,Sicilian Defense
HA4LqLdw,white,Sicilian Defense
ksRZbHfH,white,Sicilian Defense
Wr3WOWuX,white,Sicilian Defense
mECkIPLy,black,Sicilian Defense
plUqJvRG,black,Sicilian Defense
5Iekpz5G,white,Sicilian Defense
CLI0r6vO,white,Sicilian Defense
1UtzkNQJ,black,Sicilian Defense
fQURXZEa,white,Italian Game
NMH15kCD,white,Sicilian Defense
2LoCtvVS,white,Sicilian Defense
1ybe98mv,white,Italian Game
L0CCwWaO,white,Sicilian Defense
0knAs1Kx,white,Sicilian Defense
gyWyC0Gw,white,Sicilian Defense
eHIpih0H,white,Sicilian Defense
q8fxJ8Zn,black,Sicilian Defense
nTFfVjZx,black,Sicilian Defense
GOJy3pFJ,black,Sicilian Defense
qpQ9WjJ0,black,Italian Game
FKdIqAhC,black,Sicilian Defense
mxzZ56Jh,white,Sicilian Defense
OAt2rbcQ,black,Sicilian Defense
iwHi1zt1,white,Italian Game
LP2ZGutV,black,Sicilian Defense
3tC25kHR,white,Italian Game
qGlR7aoA,black,Sicilian Defense
K3ZWV3dH,black,Sicilian Defense
Mynfr537,white,Sicilian Defense
DyXVmsGr,white,Sicilian Defense
LUaOtNZB,white,Sicilian Defense
juWXNi7n,white,Sicilian Defense
bjroDOTI,black,Sicilian Defense
I1hoCjFJ,white,Sicilian Defense
XgnBLIJq,white,Sicilian Defense
Y9DP8bIK,black,Sicilian Defense
cCzXNvqH,black,Sicilian Defense
WQu88j99,white,French Defense
pEemY0IA,black,Italian Game
Y7CMaNox,white,Italian Game
3Cjza2YJ,black,Italian Game
MDKEoIww,black,Italian Game
x7pBBHs1,white,Italian Game
yrBJyF0c,white,Sicilian Defense
d14svd6J,black,French Defense
m6GwgmRj,black,Italian Game
XT0AedUt,white,French Defense
30P5D7Bp,white,French Defense
aitKBfrd,white,French Defense
EAiJryge,white,French Defense
3yV7Cwm1,black,French Defense
H6rC09aN,black,French Defense
RjZDm37n,black,French Defense
ItH6LzdA,black,French Defense
BKK07spM,black,French Defense
3IPPVr9Y,white,Sicilian Defense
Uk6KqfG5,white,Sicilian Defense
xjht1Box,black,Sicilian Defense
sjS7n7m2,black,Italian Game
elJbCj3X,black,Sicilian Defense
CRrcV5ze,black,Sicilian Defense
woqCHd9g,black,Italian Game
rj36zvil,white,French Defense
1HV7Ecyz,black,Sicilian Defense
pjDb6GvB,white,Sicilian Defense
zZhq1R8u,white,Sicilian Defense
me3pUa2i,black,Sicilian Defense
ux0HILfp,black,Italian Game
cLmYAUEi,white,French Defense
IuQFiesy,black,Italian Game
Vl54hoXz,black,Italian Game
lum1NIsW,black,Italian Game
9lGdrqRP,black,Italian Game
viulFwxu,black,Sicilian Defense
12DcBBTz,black,Italian Game
yc7suCxP,white,Italian Game
H9gsFYhd,black,Italian Game
Hy3lYzIY,black,Italian Game
2zk6A7C4,white,Sicilian Defense
UMTd5diQ,black,French Defense
kVBIZUvQ,black,Sicilian Defense
o1TZ5s9x,white,Sicilian Defense
UQYsVgiH,white,Italian Game
Ve3oQEp0,white,Italian Game
TvDlR9tC,black,French Defense
5ItGKfcd,white,Italian Game
LcYHToKn,black,Italian Game
ayNGChBy,black,Sicilian Defense
PsrBfkbV,black,French Defense
217ALwu9,white,French Defense
WlQbikSp,white,Sicilian Defense
qEyPJPcq,black,Sicilian Defense
TX5ugVRR,white,Sicilian Defense
dn4638uC,white,Sicilian Defense
CUEfPrCD,white,Sicilian Defense
eYwwzMJW,white,Italian Game
UoLP0pdu,white,Sicilian Defense
tgePSMBk,black,Sicilian Defense
V75vmugI,white,French Defense
Asw1PZQm,black,Sicilian Defense
svP0zGTr,white,French Defense
UbDUElxP,black,French Defense
FFSn9BqV,white,French Defense
UpJDgwFH,black,Italian Game
1ZpPcof6,white,French Defense
kVFi8zCG,black,French Defense
pwbcA0zl,black,Sicilian Defense
raxQU0rh,black,Sicilian Defense
pxFCsxI1,white,Italian Game
0UAU6MtT,black,Sicilian Defense
6YIyjoWy,white,Sicilian Defense
BcwnHz3b,white,Italian Game
n0YNfSbE,black,Italian Game
zxlIFVRM,white,Italian Game
PCqwEzd9,white,Sicilian Defense
fGu3oDwW,black,Italian Game
qmgBZIYJ,white,Sicilian Defense
wEjmMabt,black,Italian Game
VRiPB8ap,white,Sicilian Defense
Hd6v1a5z,black,Sicilian Defense
jkA9jIQH,black,French Defense
UryOJ0bg,black,Sicilian Defense
VVUGZmXi,black,French Defense
3BXegkU1,black,Sicilian Defense
K1FdPQq3,black,Sicilian Defense
WrZLLrdO,black,Sicilian Defense
J1bHYMO0,black,Sicilian Defense
Ah7Y48F0,white,Sicilian Defense
86ms4KyF,black,Sicilian Defense
ZxTd2g8k,white,Sicilian Defense
OVzMq1qR,black,Sicilian Defense
WtUVQjjM,white,Sicilian Defense
AKGvlgYJ,white,Sicilian Defense
GX1wKavw,white,Sicilian Defense
ZP5ZQVcC,black,Italian Game
mcIe47kW,black,Italian Game
sTQ3pJHw,white,Sicilian Defense
PQ1GhOHJ,black,Italian Game
HFJ7z4tg,black,Sicilian Defense
6bL2hd0X,white,Sicilian Defense
UiMj8nXK,black,Sicilian Defense
pM3fIP4b,black,Sicilian Defense
Yekg9T0E,black,Sicilian Defense
trc6nw8p,black,Sicilian Defense
WB4cuSmD,white,Italian Game
JDSNvohS,white,Sicilian Defense
AusrgQtE,white,Italian Game
5cfVF8SL,white,French Defense
c9WUjuhv,white,Sicilian Defense
wZf7MIFt,black,French Defense
xegjALEz,white,Italian Game
wmytcciw,black,Sicilian Defense
P8PM7tjz,white,Sicilian Defense
4lFC7APk,black,Sicilian Defense
3rut0m4E,black,Sicilian Defense
9uLhcP9g,black,Sicilian Defense
dW1zdVcG,white,French Defense
SqJnTy20,white,French Defense
eCWT71iW,white,French Defense
y0nUdCWO,black,French Defense
kLHwmxQK,black,Italian Game
rhSm7vA7,white,French Defense
TRSCZnih,white,French Defense
stZVXiNv,white,French Defense
8TXODbts,black,Sicilian Defense
jsSUUfbK,white,Sicilian Defense
yJA7BcWS,black,French Defense
Qklh7FBI,black,Sicilian Defense
23WLlukF,black,Sicilian Defense
79RGpjMH,black,French Defense
uMoXrR1H,white,Sicilian Defense
zlQThGVX,white,Sicilian Defense
A5nRZTL3,black,Sicilian Defense
VCcAlfky,white,Italian Game
NKoYHz73,white,French Defense
LC3wN8lP,black,Sicilian Defense
6UmAiL2H,white,French Defense
GMVFisvA,black,French Defense
VF3DStg6,black,French Defense
wRTJRY3g,white,French Defense
dViuNVsj,white,French Defense
9jL7kWCy,black,Sicilian Defense
TX2xQNmU,black,Sicilian Defense
8oKl4fKO,white,Sicilian Defense
OMlu601A,white,Sicilian Defense
GRrcqM7x,black,Italian Game
XenuWsoi,white,Sicilian Defense
F3C9dwNx,black,Sicilian Defense
qwj5GOww,white,Sicilian Defense
pGyfi73w,white,Italian Game
G39oVhet,white,Sicilian Defense
lsHiahWh,white,French Defense
BRUpsFeQ,white,Sicilian Defense
RDWDc6gB,black,Sicilian Defense
6Ew7d4T6,black,Sicilian Defense
CZydGTTM,black,Sicilian Defense
0plvCede,black,Sicilian Defense
sk0bDfaf,black,Sicilian Defense
UaE57nhc,white,Sicilian Defense
2rihDvXg,black,Sicilian Defense
PswagNtC,black,Sicilian Defense
88YVIEu1,black,French Defense
XLf0PF3H,black,Sicilian Defense
qxzX97Wb,white,Sicilian Defense
euwhYwPk,black,Sicilian Defense
V1GRODKS,white,Sicilian Defense
7yjLMB3I,black,French Defense
wSFmrrjq,black,Sicilian Defense
f6URrXUr,black,Italian Game
DRfTjJfI,black,Sicilian Defense
E0m4LSoy,black,Sicilian Defense
dGpsSZqt,black,Sicilian Defense
maIfXGZ9,black,Sicilian Defense
CEAxQktE,black,French Defense
fAPomVbL,white,Sicilian Defense
VbWhytz9,white,French Defense
wk46cnzx,black,French Defense
3Qh2Ykbb,black,French Defense
Eilhay9o,black,French Defense
qQkMCfY3,white,French Defense
vLD6J3eb,white,French Defense
GSdR0vB4,black,French Defense
Fgn5MAw3,white,French Defense
i0FaL2tC,white,French Defense
lo0Yn6vU,white,French Defense
S8NUSgo1,black,French Defense
NjrlxX94,black,Sicilian Defense
rfV2pSMO,white,French Defense
IAYsmr3U,white,French Defense
Fqi2sESZ,black,Italian Game
SsezlO4g,white,French Defense
x7AA1vc4,white,French Defense
XKANTqYN,white,Sicilian Defense
uIN5ibjp,white,French Defense
GHscB4q8,white,Sicilian Defense
kfwOG81F,black,Sicilian Defense
BJisK5oE,black,Sicilian Defense
ui2RhDXK,white,Sicilian Defense
VAoAdZil,black,Sicilian Defense
RxYHMsAq,white,French Defense
MT4ew6Qa,black,Sicilian Defense
2ZDPxmD6,black,Sicilian Defense
UptyVU0V,black,Italian Game
tKJAVWff,white,French Defense
4yXIrVL2,white,Sicilian Defense
IxKyt8ei,black,Italian Game
n9I0ixE1,black,Sicilian Defense
BwnOMc1P,white,French Defense
2hNUHRUA,white,Italian Game
lwnQteDU,black,Italian Game
uH1mpzvB,black,Sicilian Defense
2qndM9O7,black,Sicilian Defense
KNaRt2nQ,black,Italian Game
wMbu2xVX,black,Sicilian Defense
8S2DQIqI,black,Sicilian Defense
820SoEHC,black,Sicilian Defense
rw7RU3xt,white,Sicilian Defense
cgviKNh8,white,Sicilian Defense
ZEtpf5gJ,white,Sicilian Defense
2PmX8LCF,black,Sicilian Defense
ENEwSdjs,black,Sicilian Defense
HVG3gobh,white,Sicilian Defense
d2bLrcpt,white,Sicilian Defense
roxirao7,black,Sicilian Defense
StUUMxck,white,Sicilian Defense
khJOZetm,white,Sicilian Defense
8CCBHpef,white,Sicilian Defense
c4xul4aH,white,French Defense
JTN2v1Hw,white,Sicilian Defense
fQ4D2RZl,black,Italian Game
XJKX8Ntn,white,Sicilian Defense
UnmBEhV1,white,Italian Game
GWmNJJX8,white,Italian Game
pYS9onrM,black,Italian Game
vqp6VIDL,white,Italian Game
PeK0Ckho,white,Italian Game
dij5GBNh,black,Sicilian Defense
ivQJeein,black,Sicilian Defense
vpjY6bCl,black,Sicilian Defense
zuykQ3D4,black,French Defense
Pi9lxgBE,white,French Defense
NOPhdoFy,black,French Defense
QpJlHbLO,black,French Defense
majbnu67,black,French Defense
yi6ZP4KY,black,French Defense
Ys63S46n,white,Sicilian Defense
k8LsKCL6,black,Sicilian Defense
fGxxGANi,black,Sicilian Defense
xVzc14aL,black,Italian Game
1ns8xU4x,black,French Defense
xDSHgiOy,black,French Defense
VYuAzZBW,white,Sicilian Defense
c21oXFkr,white,Italian Game
pK112Mix,white,Italian Game
eblT5t5U,white,Italian Game
fWvv7tNW,white,Italian Game
6X0GJrN7,black,Sicilian Defense
vb2agSjj,black,French Defense
v5oQsv0q,black,French Defense
63VtGUD5,black,Sicilian Defense
NE5crimT,white,Sicilian Defense
9VNunU3S,white,Sicilian Defense
d9a4XqPg,white,Italian Game
NTkSmCQ8,white,Italian Game
Ql2CYeQP,white,French Defense
OjGhMkmy,white,Sicilian Defense
c7hKdKLX,black,Sicilian Defense
erkAey9F,white,Sicilian Defense
5Oxes0W4,white,Sicilian Defense
XLPTNoRZ,black,Sicilian Defense
sUEA8vuO,white,French Defense
yXbiVQxl,black,Sicilian Defense
7vx408wR,black,French Defense
eYpBoh58,black,Sicilian Defense
bKjZ6G9d,white,Sicilian Defense
byCmODqS,black,Sicilian Defense
2bBBQWZc,black,Sicilian Defense
5nlvivpe,black,Sicilian Defense
8Xm7SS9F,white,Italian Game
Xk1mmabS,black,French Defense
mBB3RxVP,white,French Defense
BbZrnXH6,black,Sicilian Defense
GCHQu0aN,white,Italian Game
pHWsUc0O,black,French Defense
QEcMTHmp,black,Sicilian Defense
2s0GL5OY,black,Sicilian Defense
ySzzXAtG,black,Sicilian Defense
9fn2WCfb,white,French Defense
9VTSnuq1,black,Sicilian Defense
DDqX1g7o,black,Sicilian Defense
1TPUrera,black,Sicilian Defense
LKmpAyer,white,Sicilian Defense
Pqw3Zgq7,white,Sicilian Defense
K50o8UXf,white,Sicilian Defense
NsdLKekH,white,Sicilian Defense
f44zrvEK,white,Sicilian Defense
T1bbKgXh,black,French Defense
7f7NRgAP,black,Sicilian Defense
85Ns71Py,white,Sicilian Defense
2AGow5rm,black,Sicilian Defense
8l1WLfmS,black,Sicilian Defense
sh98qLdp,black,Sicilian Defense
qHM5SZfZ,white,Italian Game
dvGfuBIJ,white,French Defense
wtDbwtvq,white,Italian Game
Vbvtr7Ho,white,Sicilian Defense
DveJsZHo,black,Sicilian Defense
LZZNnsIT,black,Sicilian Defense
rFc7L2k2,white,Italian Game
g9h3Xrhj,white,Sicilian Defense
9h90OPOe,white,Sicilian Defense
EDl1jNzL,white,Sicilian Defense
OVxiA6xL,black,Italian Game
IV738irf,white,Italian Game
AeP7PnYb,white,Italian Game
SQVRgAUr,black,Italian Game
ctzylWiC,white,French Defense
wrZexL4R,white,French Defense
ZWz8EyN3,white,French Defense
Jmh5ZZAl,white,French Defense
1mBXRTqW,white,French Defense
uJb9Cayf,white,French Defense
c1LmzTQI,black,French Defense
bcyZqod8,black,French Defense
vJE4hs1j,black,French Defense
uN2G8DHo,white,French Defense
g3mdC3b1,black,French Defense
fhuhx9kn,black,Italian Game
t1q7ptG2,black,Sicilian Defense
KcOj5M5H,black,Sicilian Defense
wQibW6o4,black,Italian Game
O4Frprsd,white,Sicilian Defense
gQdjHUvH,black,Sicilian Defense
Z3J3SZkt,white,Italian Game
9kHtte6M,white,Italian Game
lwTFxHMW,white,Italian Game
2zkrTG39,black,Italian Game
tkdwlwif,black,French Defense
3TSCv2iw,black,French Defense
bBhDqt2v,white,Sicilian Defense
75Al6JRF,white,Sicilian Defense
GncZO4tJ,white,Sicilian Defense
CDFu9uIE,black,Sicilian Defense
Noj3BaU2,black,Sicilian Defense
WreeGyeO,white,Sicilian Defense
mIkZ9jYq,black,Sicilian Defense
HMYXV4dP,white,Sicilian Defense
bZCp6RDo,black,Italian Game
tKHq4X1Z,black,Italian Game
7HD3qUG1,black,Italian Game
E44ftPrV,black,Sicilian Defense
VyHGOOS0,black,Sicilian Defense
f8QNir2u,black,Sicilian Defense
VcuQuxyq,black,Sicilian Defense
MeJ86Rct,white,Italian Game
GKWBfKs6,white,French Defense
7Ihgcr3g,white,Italian Game
rZrkstdW,white,French Defense
yKYHm4Op,black,French Defense
Ap1IrBGu,white,Italian Game
a3IM5ZlR,white,French Defense
qAjnQuMs,black,Sicilian Defense
6M0gH6Hy,black,Italian Game
mQmeRjep,black,Italian Game
zZK6BQrf,white,Italian Game
jPu5u90q,white,Sicilian Defense
lPsKPOu1,black,Sicilian Defense
ICT7tCr7,white,Sicilian Defense
Nv4Jb7N4,white,Sicilian Defense
Yndaa7iV,white,Italian Game
1g0I5LVB,white,Italian Game
tL0LgJHl,black,Sicilian Defense
6l9yfwMx,white,Sicilian Defense
4Xgu9aaz,white,French Defense
lyDaz43X,black,Sicilian Defense
Q2DoUVCL,white,French Defense
8BLeYNSO,black,Sicilian Defense
fO4nroL9,black,French Defense
1jx2clzD,white,Sicilian Defense
GJU484mN,white,Sicilian Defense
kr18QbLR,white,Sicilian Defense
KkhmTcSr,black,Sicilian Defense
SDPDt6r2,black,Italian Game
acfjZIi9,black,Italian Game
oc5Okgjq,black,French Defense
473wOdqi,black,Sicilian Defense
Jwm7gBCz,white,French Defense
RcWTw0K5,black,Sicilian Defense
wNWr72u6,black,Sicilian Defense
1ScXYy3r,black,Sicilian Defense
dK46E094,black,Sicilian Defense
3QG6DxRg,white,Italian Game
CFpJNW7e,white,Sicilian Defense
3iZYUraX,black,Sicilian Defense
vYh6Kl6A,black,Sicilian Defense
9QzIAZmX,white,Sicilian Defense
9Z1f8nax,black,Sicilian Defense
RYEPFTzV,black,Sicilian Defense
6e9UayRl,white,Italian Game
xs6G3o7n,white,French Defense
omCvfFPc,black,Italian Game
HHymJTFE,white,Sicilian Defense
